"","datasetID","verbatimIdentification","Jaccard_dissim","Jaccard_sim","a","b","c","d","Total_Ncells_samp"
"38",5,"Columba oenas",0.315602836879433,0.684397163120567,386,130,48,64,628
"39",5,"Sylvia communis",0.0286624203821656,0.971337579617834,610,12,6,0,628
"40",5,"Parus palustris",0.164781906300485,0.835218093699515,517,40,62,9,628
"41",5,"Coturnix coturnix",0.188925081433225,0.811074918566775,498,27,89,14,628
"42",5,"Columba livia f.domestica",0.288354898336414,0.711645101663586,385,45,111,87,628
"43",5,"Lanius collurio",0.0159489633173844,0.984051036682616,617,2,8,1,628
"44",5,"Prunella modularis",0.0575079872204473,0.942492012779553,590,14,22,2,628
"45",5,"Delichon urbica",0.0238853503184714,0.976114649681529,613,1,14,0,628
"46",5,"Passer domesticus",0.024,0.976,610,1,14,3,628
"47",5,"Parus major",0.00159235668789814,0.998407643312102,627,0,1,0,628
"48",5,"Bubo bubo",0.407707910750507,0.592292089249493,292,96,105,135,628
"49",5,"Accipiter nisus",0.160771704180064,0.839228295819936,522,23,77,6,628
"50",5,"Ardea cinerea",0.4140625,0.5859375,300,114,98,116,628
"51",5,"Alcedo atthis",0.275985663082437,0.724014336917563,404,53,101,70,628
"52",5,"Aegithalos caudatus",0.132137030995106,0.867862969004894,532,22,59,15,628
"53",5,"Aegolius funereus",0.487323943661972,0.512676056338028,182,121,52,273,628
"54",5,"Apus apus",0.0814696485623003,0.9185303514377,575,13,38,2,628
"55",5,"Acrocephalus palustris",0.126436781609195,0.873563218390805,532,33,44,19,628
"56",5,"Asio otus",0.371024734982332,0.628975265017668,356,74,136,62,628
"57",5,"Anthus pratensis",0.461904761904762,0.538095238095238,226,85,109,208,628
"58",5,"Buteo buteo",0.00477707006369432,0.995222929936306,625,2,1,0,628
"59",5,"Acrocephalus arundinaceus",0.415472779369627,0.584527220630373,204,97,48,279,628
"60",5,"Athene noctua",0.837696335078534,0.162303664921466,31,23,137,437,628
"61",5,"Anthus trivialis",0.0801282051282052,0.919871794871795,574,20,30,4,628
"62",5,"Accipiter gentilis",0.316393442622951,0.683606557377049,417,47,146,18,628
"63",5,"Alauda arvensis",0.0143769968051118,0.985623003194888,617,1,8,2,628
"64",5,"Actitis hypoleucos",0.674772036474164,0.325227963525836,107,70,152,299,628
"65",5,"Acrocephalus scirpaceus",0.24950884086444,0.75049115913556,382,57,70,119,628
"66",5,"Anas platyrhynchos",0.0274193548387097,0.97258064516129,603,11,6,8,628
"67",5,"Aythya fuligula",0.316973415132924,0.683026584867076,334,40,115,139,628
"68",5,"Nucifraga caryocatactes",0.419270833333333,0.580729166666667,223,45,116,244,628
"69",5,"Circus aeruginosus",0.181985294117647,0.818014705882353,445,49,50,84,628
"70",5,"Ciconia nigra",0.288695652173913,0.711304347826087,409,81,85,53,628
"71",5,"Carduelis chloris",0.0127388535031847,0.987261146496815,620,0,8,0,628
"72",5,"Emberiza schoeniclus",0.216014897579143,0.783985102420857,421,37,79,91,628
"73",5,"Serinus serinus",0.032,0.968,605,0,20,3,628
"74",5,"Dryocopus martius",0.0544871794871795,0.94551282051282,590,25,9,4,628
"75",5,"Strix aluco",0.1620294599018,0.8379705400982,512,48,51,17,628
"76",5,"Motacilla cinerea",0.0606557377049181,0.939344262295082,573,19,18,18,628
"77",5,"Turdus pilaris",0.100649350649351,0.899350649350649,554,26,36,12,628
"78",5,"Phylloscopus sibilatrix",0.1344,0.8656,541,45,39,3,628
"79",5,"Pyrrhula pyrrhula",0.153448275862069,0.846551724137931,491,20,69,48,628
"80",5,"Parus ater",0.0607553366174056,0.939244663382594,572,15,22,19,628
"81",5,"Haliaeetus albicilla",0.716049382716049,0.283950617283951,69,160,14,385,628
"82",5,"Ficedula hypoleuca",0.542253521126761,0.457746478873239,195,85,146,202,628
"83",5,"Loxia curvirostra",0.296363636363636,0.703636363636364,387,96,67,78,628
"84",5,"Locustella naevia",0.235489220563847,0.764510779436153,461,51,91,25,628
"85",5,"Cuculus canorus",0.0445859872611465,0.955414012738854,600,4,24,0,628
"86",5,"Tachybaptus ruficollis",0.312629399585921,0.687370600414079,332,60,91,145,628
"87",5,"Phylloscopus trochilus",0.0270700636942676,0.972929936305732,611,10,7,0,628
"88",5,"Picus viridis",0.0726978998384491,0.927302100161551,574,31,14,9,628
"89",5,"Dendrocopos major",0.00318471337579618,0.996815286624204,626,1,1,0,628
"90",5,"Troglodytes troglodytes",0.0143312101910829,0.985668789808917,619,3,6,0,628
"91",5,"Phasianus colchicus",0.143598615916955,0.856401384083045,495,19,64,50,628
"92",5,"Erithacus rubecula",0.00318471337579618,0.996815286624204,626,1,1,0,628
"93",5,"Carduelis spinus",0.279491833030853,0.720508166969147,397,78,76,77,628
"94",5,"Phylloscopus collybita",0.00636942675159236,0.993630573248408,624,3,1,0,628
"95",5,"Phoenicurus phoenicurus",0.0846645367412141,0.915335463258786,573,29,24,2,628
"96",5,"Sylvia curruca",0.062200956937799,0.937799043062201,588,13,26,1,628
"97",5,"Gallinago gallinago",0.565916398713826,0.434083601286174,135,71,105,317,628
"98",5,"Pica pica",0.0585365853658537,0.941463414634146,579,11,25,13,628
"99",5,"Hirundo rustica",0.0111464968152867,0.988853503184713,621,1,6,0,628
"100",5,"Locustella fluviatilis",0.247404844290657,0.752595155709343,435,51,92,50,628
"101",5,"Charadrius dubius",0.396186440677966,0.603813559322034,285,97,90,156,628
"102",5,"Podiceps cristatus",0.308270676691729,0.691729323308271,276,41,82,229,628
"103",5,"Parus caeruleus",0.00636942675159236,0.993630573248408,624,1,3,0,628
"104",5,"Streptopelia turtur",0.12540192926045,0.87459807073955,544,26,52,6,628
"105",5,"Egretta alba",0.793814432989691,0.206185567010309,20,48,29,531,628
"106",5,"Phoenicurus ochruros",0.0079617834394905,0.99203821656051,623,1,4,0,628
"107",5,"Motacilla alba",0,1,628,0,0,0,628
"108",5,"Certhia brachydactyla",0.458167330677291,0.541832669322709,272,66,164,126,628
"109",5,"Hippolais icterina",0.127450980392157,0.872549019607843,534,22,56,16,628
"110",5,"Coccothraustes coccothraustes",0.0857605177993528,0.914239482200647,565,27,26,10,628
"111",5,"Carpodacus erythrinus",0.656050955414013,0.343949044585987,54,33,70,471,628
"112",5,"Dendrocopos medius",0.476063829787234,0.523936170212766,197,126,53,252,628
"113",5,"Parus cristatus",0.155979202772964,0.844020797227036,487,44,46,51,628
"114",5,"Saxicola rubetra",0.26955074875208,0.73044925124792,439,76,86,27,628
"115",5,"Crex crex",0.4,0.6,279,78,108,163,628
"116",5,"Cygnus olor",0.2375249500998,0.7624750499002,382,52,67,127,628
"117",5,"Lullula arborea",0.608974358974359,0.391025641025641,122,117,73,316,628
"118",5,"Turdus philomelos",0.00159235668789814,0.998407643312102,627,1,0,0,628
"119",5,"Falco peregrinus",0.742268041237113,0.257731958762887,25,52,20,531,628
"120",5,"Miliaria calandra",0.635294117647059,0.364705882352941,155,145,125,203,628
"121",5,"Oriolus oriolus",0.220973782771536,0.779026217228464,416,76,42,94,628
"122",5,"Phylloscopus trochiloides",0.827586206896552,0.172413793103448,5,22,2,599,628
"123",5,"Scolopax rusticola",0.542857142857143,0.457142857142857,192,102,126,208,628
"124",5,"Pernis apivorus",0.490272373540856,0.509727626459144,262,124,128,114,628
"125",5,"Saxicola torquata",0.476543209876543,0.523456790123457,212,117,76,223,628
"126",5,"Grus grus",0.825,0.175,28,120,12,468,628
"127",5,"Vanellus vanellus",0.230072463768116,0.769927536231884,425,41,86,76,628
"128",5,"Lanius excubitor",0.530815109343936,0.469184890656064,236,61,206,125,628
"129",5,"Remiz pendulinus",0.611295681063123,0.388704318936877,117,29,155,327,628
"130",5,"Perdix perdix",0.396887159533074,0.603112840466926,310,22,182,114,628
"131",5,"Corvus frugilegus",0.720430107526882,0.279569892473118,26,22,45,535,628
"132",5,"Tringa ochropus",0.736842105263158,0.263157894736842,60,94,74,400,628
"133",5,"Circus pygargus",0.740484429065744,0.259515570934256,75,183,31,339,628
"134",5,"Oenanthe oenanthe",0.753554502369668,0.246445497630332,52,84,75,417,628
"135",5,"Circus cyaneus",0.907766990291262,0.0922330097087379,19,39,148,422,628
"136",5,"Anas querquedula",0.598326359832636,0.401673640167364,96,45,98,389,628
"137",5,"Anas crecca",0.626459143968872,0.373540856031128,96,57,104,371,628
"138",5,"Luscinia svecica cyanecula",0.595,0.405,81,78,41,428,628
"139",5,"Mergus merganser",0.905172413793103,0.0948275862068965,11,99,6,512,628
"140",5,"Ficedula parva",0.613636363636364,0.386363636363636,85,46,89,408,628
"141",5,"Riparia riparia",0.495652173913044,0.504347826086956,116,36,78,398,628
"142",5,"Ficedula albicollis",0.353808353808354,0.646191646191646,263,76,68,221,628
"143",5,"Aquila pomarina",0.96875,0.03125,1,17,14,596,628
"144",5,"Anas strepera",0.335329341317365,0.664670658682635,222,61,51,294,628
"145",5,"Caprimulgus europaeus",0.866071428571429,0.133928571428571,15,21,76,516,628
"146",5,"Sylvia nisoria",0.56551724137931,0.43448275862069,126,93,71,338,628
"147",5,"Phalacrocorax carbo",0.746031746031746,0.253968253968254,32,26,68,502,628
"148",5,"Larus ridibundus",0.580246913580247,0.419753086419753,136,37,151,304,628
"149",5,"Acrocephalus schoenobaenus",0.381546134663342,0.618453865336658,248,64,89,227,628
"150",5,"Botaurus stellaris",0.784090909090909,0.215909090909091,19,22,47,540,628
"151",5,"Locustella luscinioides",0.578723404255319,0.421276595744681,99,71,65,393,628
"152",5,"Motacilla flava",0.572727272727273,0.427272727272727,141,113,76,298,628
"153",5,"Falco subbuteo",0.595121951219512,0.404878048780488,166,136,108,218,628
"154",5,"Carduelis flammea cabaret",0.233918128654971,0.766081871345029,131,40,0,457,628
"155",5,"Upupa epops",0.733695652173913,0.266304347826087,49,64,71,444,628
"156",5,"Tadorna tadorna",0.775,0.225,9,30,1,588,628
"157",5,"Asio flammeus",0.911764705882353,0.0882352941176471,3,21,10,594,628
"158",5,"Turdus torquatus",0.475,0.525,42,10,28,548,628
"159",5,"Falco cherrug",0.84375,0.15625,5,16,11,596,628
"160",5,"Anas penelope",1,0,0,9,4,615,628
"161",5,"Aythya ferina",0.415584415584416,0.584415584415584,225,31,129,243,628
"162",5,"Porzana porzana",0.786407766990291,0.213592233009709,22,34,47,525,628
"163",5,"Pandion haliaetus",0.955555555555556,0.0444444444444444,2,16,27,583,628
"164",5,"Netta rufina",0.523809523809524,0.476190476190476,40,25,19,544,628
"165",5,"Anas clypeata",0.579617834394904,0.420382165605096,66,34,57,471,628
"166",5,"Bucephala clangula",0.6875,0.3125,25,35,20,548,628
"167",5,"Prunella collaris",0.571428571428571,0.428571428571429,3,1,3,621,628
"168",5,"Anthus spinoletta",0.533333333333333,0.466666666666667,7,3,5,613,628
"169",5,"Luscinia svecica svecica",0,1,2,0,0,626,628
"170",5,"Emberiza hortulana",0.888888888888889,0.111111111111111,7,23,33,565,628
"171",5,"Picoides tridactylus",0.543859649122807,0.456140350877193,26,24,7,571,628
"172",5,"Tetrao urogallus",0.540540540540541,0.459459459459459,17,6,14,591,628
"173",5,"Motacilla citreola",0.833333333333333,0.166666666666667,1,1,4,622,628
"174",5,"Anser anser",0.604060913705584,0.395939086294416,78,98,21,431,628
"175",5,"Turdus iliacus",0.964285714285714,0.0357142857142857,1,8,19,600,628
"176",5,"Podiceps grisegena",0.95,0.05,1,2,17,608,628
"177",5,"Anthus campestris",0.777777777777778,0.222222222222222,4,4,10,610,628
"178",5,"Galerida cristata",0.717391304347826,0.282608695652174,39,18,81,490,628
"179",5,"Ixobrychus minutus",0.714285714285714,0.285714285714286,32,46,34,516,628
"180",5,"Tyto alba",0.654275092936803,0.345724907063197,93,29,147,359,628
"181",5,"Podiceps nigricollis",0.751592356687898,0.248407643312102,39,15,103,471,628
"182",5,"Larus cachinnans",0.918918918918919,0.0810810810810811,3,33,1,591,628
"183",5,"Porzana parva",0.890625,0.109375,7,30,27,564,628
"184",5,"Chlidonias niger",0.863636363636364,0.136363636363636,9,18,39,562,628
"185",5,"Nycticorax nycticorax",0.632911392405063,0.367088607594937,29,27,23,549,628
"186",5,"Panurus biarmicus",0.677966101694915,0.322033898305085,19,20,20,569,628
"187",5,"Luscinia luscinia",1,0,0,17,12,599,628
"188",5,"Anas acuta",0.933333333333333,0.0666666666666667,1,5,9,613,628
"189",5,"Merops apiaster",0.726027397260274,0.273972602739726,20,47,6,555,628
"190",5,"Larus canus",0.857142857142857,0.142857142857143,3,3,15,607,628
"191",5,"Tringa totanus",0.669902912621359,0.330097087378641,34,37,32,525,628
"192",5,"Numenius arquata",0.9,0.1,2,4,14,608,628
"193",5,"Ardea purpurea",0.925925925925926,0.0740740740740741,2,8,17,601,628
"194",5,"Limosa limosa",0.76,0.24,6,1,18,603,628
"195",5,"Sterna hirundo",0.580952380952381,0.419047619047619,44,26,35,523,628
"196",5,"Dendrocopos syriacus",0.5,0.5,48,20,28,532,628
"197",5,"Larus melanocephalus",0.78125,0.21875,7,18,7,596,628
"198",5,"Himantopus himantopus",0.833333333333333,0.166666666666667,3,13,2,610,628
"199",5,"Aythya nyroca",0.857142857142857,0.142857142857143,2,6,6,614,628
"200",5,"Recurvirostra avosetta",0.882352941176471,0.117647058823529,2,11,4,611,628
"201",5,"Otus scops",1,0,0,5,4,619,628
"202",5,"Dendrocopos leucotos",0.52,0.48,24,14,12,578,628
"203",5,"Acrocephalus paludicola",1,0,0,2,5,621,628
"204",5,"Strix uralensis",0.545454545454545,0.454545454545455,15,15,3,595,628
"205",5,"Egretta garzetta",0.666666666666667,0.333333333333333,6,7,5,610,628
"206",5,"Syrmaticus reevesii",0.916666666666667,0.0833333333333333,1,7,4,616,628
"207",5,"Porzana pusilla",1,0,0,1,2,625,628
"208",5,"Platalea leucorodia",0.846153846153846,0.153846153846154,2,1,10,615,628
"209",5,"Aquila heliaca",0.769230769230769,0.230769230769231,3,9,1,615,628
"210",13,"Hypsipetes amaurotis",0.0561312607944733,0.943868739205527,1093,45,20,70,1228
"211",13,"Bubulcus ibis",0.75,0.25,68,64,140,956,1228
"212",13,"Chalcophaps indica",0.444444444444444,0.555555555555556,5,4,0,1219,1228
"213",13,"Cisticola juncidis",0.392961876832845,0.607038123167155,207,75,59,887,1228
"214",13,"Zosterops japonicus",0.240161453077699,0.759838546922301,753,148,90,237,1228
"215",13,"Egretta intermedia",0.7,0.3,84,117,79,948,1228
"216",13,"Columba livia",0.674666666666667,0.325333333333333,122,186,67,853,1228
"217",13,"Columba janthina",0.640625,0.359375,23,30,11,1164,1228
"218",13,"Turnix suscitator",0.533333333333333,0.466666666666667,7,0,8,1213,1228
"219",13,"Acridotheres cristatellus",0.941176470588235,0.0588235294117647,2,31,1,1194,1228
"220",13,"Amaurornis phoenicurus",0.692307692307692,0.307692307692308,8,7,11,1202,1228
"221",13,"Anas zonorhyncha",0.490384615384615,0.509615384615385,371,271,86,500,1228
"222",13,"Ardea cinerea",0.426565874730022,0.573434125269978,531,289,106,302,1228
"223",13,"Ardea alba",0.58004158004158,0.41995841995842,202,227,52,747,1228
"224",13,"Egretta garzetta",0.559278350515464,0.440721649484536,171,66,151,840,1228
"225",13,"Ixobrychus cinnamomeus",0.833333333333333,0.166666666666667,2,6,4,1216,1228
"226",13,"Passer montanus",0.224409448818898,0.775590551181102,788,134,94,212,1228
"227",13,"Terpsiphone atrocaudata",0.573248407643312,0.426751592356688,268,297,63,600,1228
"228",13,"Hirundo tahitica",0.421052631578947,0.578947368421053,22,10,6,1190,1228
"229",13,"Pandion haliaetus",0.745614035087719,0.254385964912281,116,220,120,772,1228
"230",13,"Pycnonotus sinensis",0.266666666666667,0.733333333333333,11,4,0,1213,1228
"231",13,"Halcyon coromanda",0.604803493449782,0.395196506550218,181,223,54,770,1228
"232",13,"Streptopelia orientalis",0.102145922746781,0.897854077253219,1046,79,40,63,1228
"233",13,"Treron formosae",0.466666666666667,0.533333333333333,24,9,12,1183,1228
"234",13,"Nycticorax nycticorax",0.573264781491003,0.426735218508997,166,74,149,839,1228
"235",13,"Monticola solitarius",0.609271523178808,0.390728476821192,177,235,41,775,1228
"236",13,"Corvus macrorhynchos",0.148580968280467,0.851419031719533,1020,135,43,30,1228
"237",13,"Ficedula narcissina",0.278782112274025,0.721217887725975,758,271,22,177,1228
"238",13,"Parus minor",0.102966841186736,0.897033158813264,1028,86,32,82,1228
"239",13,"Actitis hypoleucos",0.706521739130435,0.293478260869565,108,133,127,860,1228
"240",13,"Alcedo atthis",0.605220228384992,0.394779771615008,242,205,166,615,1228
"241",13,"Saxicola torquatus",0.489208633093525,0.510791366906475,142,76,60,950,1228
"242",13,"Motacilla cinerea",0.307354555433589,0.692645444566411,631,129,151,317,1228
"243",13,"Motacilla alba",0.491228070175439,0.508771929824561,406,292,100,430,1228
"244",13,"Pericrocotus divaricatus tegimae",0,1,1,0,0,1227,1228
"245",13,"Egretta sacra",0.839080459770115,0.160919540229885,14,33,40,1141,1228
"246",13,"Motacilla flava",0.761904761904762,0.238095238095238,5,6,10,1207,1228
"247",13,"Sterna sumatrana",0.72,0.28,7,11,7,1203,1228
"248",13,"Sula leucogaster",0.8125,0.1875,3,7,6,1212,1228
"249",13,"Lanius cristatus",0.945945945945946,0.0540540540540541,2,11,24,1191,1228
"250",13,"Gorsachius melanolophus",0.333333333333333,0.666666666666667,2,0,1,1225,1228
"251",13,"Sterna dougallii",0.777777777777778,0.222222222222222,4,9,5,1210,1228
"252",13,"Porzana fusca",0.884615384615385,0.115384615384615,18,104,34,1072,1228
"253",13,"Ardeola bacchus",1,0,0,18,8,1202,1228
"254",13,"Ardea purpurea",0.8,0.2,2,3,5,1218,1228
"255",13,"Gallinula chloropus",0.686131386861314,0.313868613138686,86,86,102,954,1228
"256",13,"Dendrocopos kizuki",0.196150320806599,0.803849679193401,877,149,65,137,1228
"257",13,"Pericrocotus divaricatus",0.636833046471601,0.363166953528399,211,334,36,647,1228
"258",13,"Rallina eurizonoides",0.5,0.5,2,2,0,1224,1228
"259",13,"Poecile varius",0.213692946058091,0.786307053941909,758,156,50,264,1228
"260",13,"Sterna anaethetus",0.875,0.125,1,7,0,1220,1228
"261",13,"Anous stolidus",0.75,0.25,1,3,0,1224,1228
"262",13,"Calonectris leucomelas",0.711111111111111,0.288888888888889,13,27,5,1183,1228
"263",13,"Sterna albifrons",0.62,0.38,57,42,51,1078,1228
"264",13,"Phasianus colchicus",0.421511627906977,0.578488372093023,398,182,108,540,1228
"265",13,"Glareola maldivarum",0.896551724137931,0.103448275862069,3,10,16,1199,1228
"266",13,"Apus nipalensis",0.795698924731183,0.204301075268817,19,27,47,1135,1228
"267",13,"Cuculus poliocephalus",0.33710407239819,0.66289592760181,586,240,58,344,1228
"268",13,"Lonchura punctulata",0.545454545454545,0.454545454545455,5,6,0,1217,1228
"269",13,"Charadrius alexandrinus",0.713235294117647,0.286764705882353,39,55,42,1092,1228
"270",13,"Tachybaptus ruficollis",0.597647058823529,0.402352941176471,171,143,111,803,1228
"271",13,"Spodiopsar cineraceus",0.4375,0.5625,405,180,135,508,1228
"272",13,"Eurystomus orientalis",0.863157894736842,0.136842105263158,13,50,32,1133,1228
"273",13,"Hirundo rustica",0.227021040974529,0.772978959025471,698,126,79,325,1228
"274",13,"Himantopus himantopus",0.841269841269841,0.158730158730159,10,35,18,1165,1228
"275",13,"Delichon dasypus",0.566009104704097,0.433990895295903,286,235,138,569,1228
"276",13,"Locustella fasciolata",0.51063829787234,0.48936170212766,92,64,32,1040,1228
"277",13,"Hirundo daurica",0.725,0.275,77,125,78,948,1228
"278",13,"Cuculus canorus",0.445244956772334,0.554755043227666,385,189,120,534,1228
"279",13,"Fulica atra",0.782051282051282,0.217948717948718,34,99,23,1072,1228
"280",13,"Ixobrychus sinensis",0.797872340425532,0.202127659574468,19,40,35,1134,1228
"281",13,"Agropsar philippensis",0.664259927797834,0.335740072202166,93,119,65,951,1228
"282",13,"Cettia diphone",0.0363482671174978,0.963651732882502,1140,30,13,45,1228
"283",13,"Cuculus optatus",0.291240045506257,0.708759954493743,623,175,81,349,1228
"284",13,"Lanius bucephalus",0.425,0.575,529,212,179,308,1228
"285",13,"Riparia riparia",0.742574257425743,0.257425742574257,26,28,47,1127,1228
"286",13,"Butorides striata",0.696428571428571,0.303571428571429,51,58,59,1060,1228
"287",13,"Turdus pallidus",0.9609375,0.0390625,5,34,89,1100,1228
"288",13,"Phalacrocorax carbo",0.753846153846154,0.246153846153846,128,371,21,708,1228
"289",13,"Eophona personata",0.397225725094578,0.602774274905422,478,217,98,435,1228
"290",13,"Anas platyrhynchos",0.714285714285714,0.285714285714286,106,148,117,857,1228
"291",13,"Charadrius dubius",0.659090909090909,0.340909090909091,135,173,88,832,1228
"292",13,"Anas crecca",0.886904761904762,0.113095238095238,19,69,80,1060,1228
"293",13,"Tringa totanus",0.954545454545455,0.0454545454545455,1,10,11,1206,1228
"294",13,"Corvus corone",0.205529953917051,0.794470046082949,862,145,78,143,1228
"295",13,"Sapheopipo noguchii",0.25,0.75,3,1,0,1224,1228
"296",13,"Luscinia komadori",0.263157894736842,0.736842105263158,14,1,4,1209,1228
"297",13,"Phoenicurus auroreus",0.968,0.032,4,45,76,1103,1228
"298",13,"Coccothraustes coccothraustes",0.754266211604096,0.245733788395904,72,101,120,935,1228
"299",13,"Apalopteron familiare",0,1,2,0,0,1226,1228
"300",13,"Chloris sinica kittlitzi",0,1,1,0,0,1227,1228
"301",13,"Tarsiger cyanurus",0.654708520179372,0.345291479820628,77,58,88,1005,1228
"302",13,"Gallirallus okinawae",0.333333333333333,0.666666666666667,2,1,0,1225,1228
"303",13,"Scolopax rusticola",0.858823529411765,0.141176470588235,12,38,35,1143,1228
"304",13,"Carduelis spinus",0.893129770992366,0.106870229007634,14,47,70,1097,1228
"305",13,"Scolopax mira",0.857142857142857,0.142857142857143,1,5,1,1221,1228
"306",13,"Aythya fuligula",0.867647058823529,0.132352941176471,18,65,53,1092,1228
"307",13,"Phoebastria albatrus",0.666666666666667,0.333333333333333,1,2,0,1225,1228
"308",13,"Phoebastria nigripes",0.833333333333333,0.166666666666667,1,3,2,1222,1228
"309",13,"Garrulus lidthi",0,1,5,0,0,1223,1228
"310",13,"Apus pacificus",0.76980198019802,0.23019801980198,93,152,159,824,1228
"311",13,"Phylloscopus xanthodryas",0.775623268698061,0.224376731301939,81,99,181,867,1228
"312",13,"Acrocephalus bistrigiceps",0.626086956521739,0.373913043478261,86,63,81,998,1228
"313",13,"Milvus migrans",0.298763082778306,0.701236917221694,737,172,142,177,1228
"314",13,"Turdus celaenops",0.583333333333333,0.416666666666667,5,3,4,1216,1228
"315",13,"Chloris sinica",0.144796380090498,0.855203619909502,945,103,57,123,1228
"316",13,"Phylloscopus ijimae",0.545454545454545,0.454545454545455,5,3,3,1217,1228
"317",13,"Phylloscopus coronatus",0.372801875732708,0.627198124267292,535,229,89,375,1228
"318",13,"Emberiza cioides",0.0976277372262774,0.902372262773723,989,62,45,132,1228
"319",13,"Emberiza elegans",0.98,0.02,1,7,42,1178,1228
"320",13,"Treron sieboldii",0.507990867579909,0.492009132420091,431,387,58,352,1228
"321",13,"Gorsachius goisagi",0.909090909090909,0.0909090909090909,9,72,18,1129,1228
"322",13,"Emberiza spodocephala",0.354785478547855,0.645214521452145,391,80,135,622,1228
"323",13,"Periparus ater",0.314745972738538,0.685254027261462,553,179,75,421,1228
"324",13,"Urosphena squameiceps",0.267605633802817,0.732394366197183,728,158,108,234,1228
"325",13,"Anas querquedula",1,0,0,9,10,1209,1228
"326",13,"Anthus hodgsoni",0.72,0.28,91,72,162,903,1228
"327",13,"Muscicapa dauurica",0.742677824267783,0.257322175732218,123,263,92,750,1228
"328",13,"Turdus chrysolaus",0.4435318275154,0.5564681724846,271,93,123,741,1228
"329",13,"Cyanoptila cyanomelana",0.249740932642487,0.750259067357513,724,156,85,263,1228
"330",13,"Cinclus pallasii",0.543824701195219,0.456175298804781,229,173,100,726,1228
"331",13,"Bambusicola thoracicus",0.37888198757764,0.62111801242236,300,95,88,745,1228
"332",13,"Locustella pleskei",0.75,0.25,6,12,6,1204,1228
"333",13,"Garrulus glandarius",0.292004634994206,0.707995365005794,611,121,131,365,1228
"334",13,"Acrocephalus orientalis",0.491007194244604,0.508992805755396,283,185,88,672,1228
"335",13,"Troglodytes troglodytes",0.405023547880691,0.594976452119309,379,179,79,591,1228
"336",13,"Hierococcyx hyperythrus",0.6425,0.3575,143,157,100,828,1228
"337",13,"Luscinia akahige",0.614093959731544,0.385906040268456,115,82,101,930,1228
"338",13,"Sterna hirundo",0.935483870967742,0.0645161290322581,2,15,14,1197,1228
